fecha;emisor;total
2024-01-01;COACMOLINO;7
2024-03-14;COACVISANDES;238
2024-01-29;DIRECTVTMW;60
2024-02-21;Farletza;55
2024-02-21;GONETAPP;80
2024-01-28;COACFERDAQUILEMA;3916
2024-02-01;COACRIOBAMBA;2788
2024-02-08;coaccrea;9226
2024-02-27;COOPMAQUITA;84
2024-02-19;CPTUNGURAHUA;12
2024-03-09;DINERSOTP;1943
2024-01-20;COOPFORTUNA;50
2024-03-18;Autoconsa;697
2024-02-15;CAJAKONTAY;1
2024-03-13;ALESSAPAGOS;130
2024-03-14;OMNISWITCH;3227
2024-02-11;COACEDUTUNG;48
2024-03-14;COACCOMERCIOCOO;2981
2024-01-06;COACPAD;19
2024-03-01;MOVISTARSMS;8989
2024-02-25;VISUALTRACK;21
2024-01-02;AMAGUA;19335
2024-03-04;YANBAL;1559
2024-01-19;ALDEAMO2;122485
2024-02-07;COOPSANANTONIO;69
2024-01-05;RESP_AUTO_1231;94
2024-02-16;COACSANTAISABEL;736
2024-02-12;BMACHALAPROD;5500
2024-01-20;PMILESOTP;2525
2024-01-09;SAGRARIO;3673
2024-01-26;HOSPAMB;219
2024-01-14;KUNANSOFT;3
2024-01-07;ESANCHEZ;28
2024-02-19;COOPMEGOEC;36161
2024-02-25;COACLUCAMECLIP;151
2024-02-03;FODEMI;96
2024-04-04;COACMUJERESUCOO;86
2024-03-09;COOPSTANA;1469
2024-01-22;COACECH;324
2024-03-23;COACCREDIYA;54
2024-03-07;YANBALCOBR;12746
2024-01-19;SWEADENSEGUROS;566
2024-03-23;FIDEVALFONDOS;11
2024-03-05;COOPCREDIL;247
2024-02-11;COOPGUALAQUIZA;410
2024-03-25;COOPSCHIMBO;978
2024-01-03;PNACALRTS;5297
2024-03-23;COACALIANZA;81
2024-03-15;COACREABATCH;4247
2024-02-15;COOPKULLKIWASI;584
2024-01-12;PRODUBANCO;435309
2024-01-17;COACCHONE;1653
2024-01-26;CCSTAROSA;1006
2024-01-13;VISUALTRACK;16
2024-01-04;COOPLDVALLE;187
2024-03-21;COACUNIONEJIDO;191
2024-01-08;COACATAHUALPA;496
2024-03-01;COACSTANITA;329
2024-02-29;COOP15ABRIL;6069
2024-02-10;BGROTP;80
2024-02-07;MTIMBABURA;984
2024-02-24;COACPASTAZA;364
2024-03-25;DISCOVEROTP;790
2024-01-14;andinave;509
2024-03-18;MOVISTARSEG;7844
2024-01-24;COACVISANDES;159
2024-01-06;DEPORPAS;6
2024-01-26;MSPCITAS;1562
2024-01-27;COOPLAMANENSE;58
2024-01-01;COOPEDUZAMORA;9
2024-01-16;COACSRGIRON;274
2024-02-27;COOPCREDIL;9
2024-03-27;COACSANISIDRO;15
2024-03-18;COOPORDESEG;13
2024-01-30;INDULENTES;3
2024-02-24;CREDITOSECON;1847
2024-03-10;COOPLAMANENSE;57
2024-02-13;SIGMADENTAL;2
2024-03-20;CACSPMEC;1126
2024-03-12;UAFE;543
2024-03-15;RSAGRUPO;18
2024-03-09;COACSANFRANWS;151
2024-01-08;COACMOLINO;18
2024-02-28;GONETAPP;21
2024-01-23;ALESSAPAGOS;200
2024-02-02;COACSANJORGE;425
2024-03-20;COOP11JUNBATCH;1270
2024-01-10;COOPDIFARE;160
2024-01-21;COACFERDAQUILEMA;4008
2024-01-25;EMAGIC;6
2024-01-23;BANCOCAPITAL;53
2024-02-18;COACEDUTUNG;54
2024-02-22;CACEBCE;54
2024-03-09;RESP_AUTO_1231;32
2024-01-19;RETAILID4;131
2024-01-10;OMNISWITCH;1178
2024-03-04;COACOORCOTOPAXI;16
2024-02-14;DIPASO;4130
2024-03-13;PACIFICO;43452
2024-03-10;COOPFORTUNA;31
2024-01-10;MISUEC;343
2024-03-30;ecuaauto;36
2024-02-15;coaccrea;10384
2024-03-05;COOPMAQUITA;129
2024-02-23;COACVISANDESCOB;29
2024-01-02;CORPOCEN;1418
2024-02-26;DEPRATIFD;7
2024-03-16;GACELAOTP;23
2024-01-15;COACECH;449
2024-02-01;CAJAKONTAY;2
2024-03-28;COOPSANANTONIO;103
2024-01-19;SIERRACENTRBATCH;57
2024-01-13;PMILESOTP;4731
2024-02-26;CPTUNGURAHUA;12
2024-02-10;MASIVA;2956
2024-03-11;ESANCHEZ;23
2024-04-03;VTEKSOFT;76
2024-03-28;COACUNIONEJIDO;151
2024-02-26;YANBAL;1377
2024-02-29;BANFINCA;325
2024-01-06;COACLUCAMECLIP;196
2024-02-08;CACPELOJA;23
2024-02-28;SAGRARIO;5652
2024-01-31;ALDEAMO;15482
2024-02-12;COAC9OC;416
2024-02-02;FIDEVALFONDOS;1
2024-01-11;RSAGRUPO;14
2024-03-18;MIES;2
2024-02-18;COACLUCAMECLIP;164
2024-01-10;PNACALRTS;5850
2024-02-02;BINTERNACIONAL;65086
2024-04-02;COOPSANJOSE;1658
2024-02-04;COOPGUALAQUIZA;474
2024-01-21;BBPROD;58839
2024-01-26;SWEADENSEGUROS;227
2024-03-03;VISUALTRACK;1
2024-03-03;ECLIPFIRMADIG;37
2024-03-16;CCSTAROSA;1387
2024-01-11;FASCA;11
2024-02-16;COOPAMBATO;1143
2024-03-02;BMACHALAPROD;12552
2024-01-09;BUDGET;12
2024-03-07;MASIVA;7944
2024-03-23;DEPRATIFD;35
2024-01-26;COOPVCISNE;687
2024-03-25;MUSHUCRUNA;3466
2024-03-18;COACSANTONCO;287
2024-01-28;COOPFDEASIS;23
2024-03-28;COACPMVEGA;3552
2024-03-09;PAYPHONEPROD;3463
2024-02-28;novacredit;1787
2024-01-01;COOPLAMANENSE;48
2024-02-21;COOPORDESEG;42
2024-02-17;COACECH;387
2024-01-04;BINTERPRB;6
2024-03-27;MARCABELI;319
2024-04-02;COACVISANDES;399
2024-02-20;COOPPUELLARO;499
2024-03-28;COACINTICOOP;9
2024-03-19;COOP23JUL;8144
2024-01-07;COPCHONE;607
2024-01-17;COAC9OC;1020
2024-01-18;COACSANISIDRO;13
2024-02-12;COOPSTANA;583
2024-03-20;COOPCOCA;205
2024-01-04;ALDEPRATI;3428
2024-01-27;CACEBCE;4
2024-03-28;COACSANMIGUEL;606
2024-01-27;COOPKULLKIWASI;1167
2024-02-14;RETAILID4;137
2024-01-08;COACOSCUS;7385
2024-03-01;COOPCALCETA;648
2024-01-17;COOPSANTONIOTP;246
2024-02-29;DIRECTVTMW;88
2024-02-05;COACRECERWINARI;39
2024-01-31;YANBAL;1439
2024-01-03;CORPOCENOTP;1
2024-02-19;ECUABULK;202
2024-02-20;COOP4OCT;910
2024-03-08;VTEKSOFT;108
2024-01-11;COACEDUTUNG;154
2024-03-30;FUNESPOIR;23
2024-03-31;COOPMAQUITA;78
2024-03-23;COPSIERRACENTRO;36
2024-03-12;ANTONIOPENA;86
2024-02-08;PMILESOTP;4734
2024-02-10;MAVESA;84
2024-02-23;COACSRGIRON;197
2024-01-17;Pycca;2391
2024-01-14;CACPECOCR;52
2024-01-04;COACNJERUSALEN;1
2024-01-22;SERVIENTREGAGYE;37233
2024-03-08;UANATACA;1264
2024-03-29;COACYANTZAZA;755
2024-03-21;AFECOR;98
2024-03-17;COOPEDUZAMORA;31
2024-02-26;ALDEAMO;41610
2024-03-17;COOPAMBATOEC;1066
2024-01-08;COONECTA;74
2024-04-01;CLUBMILES;3434
2024-01-03;SEGUSUAREZ;10
2024-03-07;COOPSANJOSE;1532
2024-01-08;COACVENCEDORES;78
2024-03-31;SaviaHTPPBulk;24
2024-01-09;COACEDULOJA;217
2024-04-03;COACREABATCH;4990
2024-03-26;PNACALRTS;4849
2024-01-05;COACHIBULEO;8754
2024-02-19;COOPSTANA;2029
2024-03-25;ALYGUTAY2;1512
2024-03-17;URBANOEXP;140
2024-01-14;COPCHONE;432
2024-02-27;CACPELOJA;1026
2024-02-06;ECLIPFIRMADIG;165
2024-03-06;COACSANJORGE;477
2024-02-14;HOSPAMB;576
2024-01-03;MASIVA;8327
2024-03-04;COACBENEFICA;611
2024-01-14;COACSANTONCO;341
2024-02-14;CCSTAROSA;1303
2024-01-22;COACIMBABURAPAK;810
2024-03-24;SIERRACENTRO;29
2024-03-22;COACYANTZAZA;1481
2024-03-15;genesis;672
2024-01-27;COACATAHUALPA;253
2024-02-07;DINERSOTP;3988
2024-02-17;COACCHONE;1254
2024-02-20;USERPOSPRD;1242
2024-03-01;SOFTSIERRA;36
2024-01-01;COAC11JUN;357
2024-03-30;BGINTERNACIONAL;20
2024-01-18;GRUPASAOTP;603
2024-01-31;PRODUBANCO;571562
2024-03-18;PRODUBANCOWEB;95858
2024-03-02;COACUNIONEJIDO;44
2024-03-15;PAGUEYA;948
2024-02-15;COOPJARAMILLO;3175
2024-03-09;COACPROVIDA;22
2024-02-01;COOPAMBATOEC;3532
2024-02-15;SaviaHTPPBulk;206
2024-02-02;COOPHUANCAVILCA;1416
2024-02-05;RESP_AUTO_1231;93
2024-03-07;CNACIONAL;2950
2024-03-18;ONLYCONTROL;184
2024-02-07;COACLUCAMBATCH;1171
2024-01-01;RESP_AUTO_2424;18
2024-03-02;PAYPHONEPROD;2575
2024-01-19;COPSIERRACENTRO;27
2024-02-23;ALESSAPAGOS;112
2024-02-23;PROTRAMITES;19765
2024-03-29;COACPAD;43
2024-02-02;GONETAPP;20
2024-02-05;COOPDIFARE;349
2024-01-18;COACEDUTUNG;110
2024-01-12;COACMUJERESUCOO;44
2024-01-15;coaccrea;9075
2024-01-27;COOPMAQUITA;60
2024-01-11;EPROCESSMED;79
2024-03-05;CAJAKONTAY;1
2024-01-24;COACSANMIGUEL;462
2024-03-08;COOPSJCUENCA;14
2024-03-23;FUNESPOIR;102
2024-02-28;COACFERDAQUILEMA;8987
2024-02-07;RETAILID4;183
2024-03-22;MASIVAMKT;43
2024-02-17;CACPECO;3194
2024-03-14;AFECOR;156
2024-03-12;COONECTA;1
2024-03-27;FASCA;15
2024-03-26;SICCEC;1459
2024-02-04;CanalDigitalBDP;16522
2024-03-18;COACSANTAISABEL;827
2024-03-22;novacuenca;557
2024-01-03;COACDAQUILEMAMSV;3
2024-03-27;INNOVIX;2158
2024-01-10;BLOJA;56453
2024-04-01;MOVISTARSMS;16773
2024-03-01;CACSPMEC;1222
2024-01-18;SIGMADENTAL;48
2024-02-07;ESANCHEZ;19
2024-01-19;COOPMEGOEC;27115
2024-02-19;COACLOJA;231
2024-03-18;ecuaauto;222
2024-03-15;RESP_AUTO_3600;8
2024-03-23;Farletza;13
2024-03-24;COOPEDUZAMORA;13
2024-03-01;UANATACA;2102
2024-01-15;CACPELOJA;888
2024-01-24;COOPCENTRO;93
2024-01-02;COACSANJORGE;850
2024-01-02;BBPROD;129749
2024-03-25;ONLYCONTROL;151
2024-04-02;OMNISWITCH;3075
2024-01-04;VIAMATICA;2
2024-03-06;DISCOVEROTP;874
2024-01-08;IESSIBARRA;84
2024-03-04;FIDEVALFONDOS;108
2024-02-26;SWEADENSEGUROS;299
2024-02-01;REGISTROPGYE;1175
2024-02-21;CCSTAROSA;857
2024-02-10;COACCOMERCIOCOO;2275
2024-01-03;COACECH;656
2024-02-22;BANRED;16
2024-01-25;COACLUCAMECLIP;320
2024-01-06;COOP4OCT;601
2024-03-08;COACSUMAKKAWSAY;114
2024-01-16;COACEDULOJA;381
2024-02-19;SIERRACENTRBATCH;403
2024-03-18;ALYGUTAY2;822
2024-02-17;MUTUAMBATO;53
2024-01-23;COACVISANDESCOB;122
2024-01-24;COOPANDINA;215
2024-01-21;COACSANTONCO;422
2024-01-31;COACPMVEGA;3601
2024-03-26;COACSALINAS;311
2024-02-09;COOPHUANCAVILCA;1911
2024-01-03;COACSANANTONIO;605
2024-03-16;COAC289;111
2024-03-21;geomil;483
2024-01-30;COOPSANTOIMBCOO;77
2024-02-17;AldeamoOTP;1868
2024-02-23;SOFTSIERRA;119
2024-04-02;MISUEC;217
2024-02-13;ECLIPFIRMADIG;21
2024-01-28;MUSHUCRUNA;1607
2024-02-23;GONETAPP;25
2024-03-20;COACLOJA;217
2024-03-07;MOVISTARSEG;16674
2024-03-14;ALYGUTAY2;423
2024-02-09;BLOJA;76499
2024-02-09;DINERSOTP;5134
2024-02-07;vazseguros;1113
2024-03-09;RESP_AUTO_2424;1
2024-03-07;COOPCALCETA;416
2024-02-07;COACCICA;15
2024-03-08;BANCOCAPITAL;61
2024-03-31;CACPECOCR;67
2024-03-16;PRODUBANCO;163991
2024-02-17;SIGMADENTAL;5
2024-01-07;GRUPASAOTP;117
2024-03-18;pichinchamilles;9
2024-02-23;COACSALINAS;202
2024-03-20;AMAGUA;5752
2024-02-24;DISCOVEROTP;743
2024-02-17;COACVENCEDORES;82
2024-03-29;OMNISWITCH;9
2024-02-23;CREDITOSECON;2150
2024-01-10;COACSANTONCO;399
2024-04-02;COOP11JUN;1808
2024-02-08;COOPAUSTROEC;590
2024-02-05;DISCOVEROTP;28
2024-02-16;COOPVCISNE;814
2024-03-03;andinave;2368
2024-01-06;OMNISWITCH;7
2024-02-09;CARTOPEL;2984
2024-01-21;COAC9OC;457
2024-04-02;COACSTODOM;2
2024-03-01;COOPHUANCAVILCA;1849
2024-02-26;DEPRATIBOT;146
2024-03-13;COACSANFRANWS;135
2024-03-04;COACSUMAKKAWSAY;148
2024-03-23;COACPASTAZA;410
2024-01-15;COOP23JULCOB;3
2024-03-24;COACPMVEGA;1102
2024-01-19;CPTUNGURAHUA;3
2024-02-14;COACPASTAZACOO;4315
2024-04-04;SaviaHTPPBulk;26644
2024-01-19;AFECOR;140
2024-03-14;COACFERDAQUILEMA;8958
2024-03-23;VTEKSOFT;30
2024-03-24;COACEDUCOTOPAXI;19
2024-04-01;COOPFDEASIS;181
2024-02-04;CACEBCE;13
2024-03-11;COACTULCAN;8742
2024-03-12;FASCA;3
2024-03-19;COOPGUALAQUIZA;852
2024-03-31;USERPOSPRD;1882
2024-02-28;CTHECUADOR;425
2024-04-01;BMACHALAPROD;12684
2024-01-19;COONECTA;76
2024-03-29;COACBIBLIAN;3761
2024-01-30;MSPCITAS;28202
2024-02-26;COOPDIFARE;192
2024-01-01;COACPMVEGA;1049
2024-01-06;UANATACA;552
2024-01-30;MUTUAMBATOEC;386
2024-01-01;BINTERNACIONAL;14730
2024-01-31;COACSANISIDRO;16
2024-03-11;COACDAQUILEMAMSV;5459
2024-03-11;BBPRUEBA;1
2024-03-27;BANCOCAPITAL;60
2024-02-09;MISUEC;1414
2024-01-12;IESSIBARRA;115
2024-01-22;COACLAMANENSE;12
2024-02-06;MASIVA;12715
2024-01-23;BBPROD;88685
2024-03-07;COACMAQUITAC;112
2024-01-04;COOPPEDROMONCAYO;737
2024-01-17;COOPAMBATO;954
2024-02-23;CLUBMILES;7954
2024-03-16;COOPDIFARE;12
2024-03-06;COACRECERWINARI;35
2024-02-13;ESANCHEZ;26
2024-02-18;MUTUAMBATOEC;98
2024-03-04;VTEKSOFT;84
2024-01-05;DRIVIN;3247
2024-04-01;COOPLAMANENSE;51
2024-02-11;COOPHUANCAVILCA;843
2024-02-12;COACCOMERCIOCOO;1295
2024-01-29;COACVENCEDORES;53
2024-03-27;COOPPEDROMONCAYO;710
2024-01-07;UAFE;26
2024-04-04;COACOSCUS;7133
2024-01-08;USERPOSPRD;1536
2024-03-07;COOPJARAMILLO;2240
2024-03-19;COACBENEFICA;529
2024-01-18;COACEDULOJA;415
2024-02-26;COACNJERUSALEN;1
2024-02-28;VISUALTRACK;9
2024-02-29;genesis;689
2024-02-11;RESP_AUTO_1231;10
2024-01-08;COACVISANDESCOB;2263
2024-03-26;MOVISTARSEG;17094
2024-04-03;INDULENTES;4
2024-03-16;DEPRATIBOT;340
2024-03-05;COOP11JUNBATCH;1049
2024-03-13;COOPANTORCHA;497
2024-02-28;UEJJROUSSEAU;28
2024-02-19;COACSANISIDRO;10
2024-02-11;CELERITYALD;1334
2024-03-07;SEGUSUAREZ;18
2024-04-02;AldeamoOTP;7345
2024-02-06;PNACALRTS;6188
2024-01-28;COOPANDINA;59
2024-03-10;PYCCA;18
2024-01-27;CACPECOCR;101
2024-02-28;COACGUARANDA;461
2024-01-02;COAC9OC;1478
2024-03-14;PACIFICOBAJA;26421
2024-01-25;MARCABELI;59
2024-04-01;COACSANMIGUEL;735
2024-02-28;MISUEC;258
2024-02-26;COACATAHUALPA;475
2024-03-18;COACYANTZAZA;4405
2024-02-11;BBPROD;56631
2024-02-25;MASIVA;1801
2024-01-03;COACEDUTUNG;182
2024-01-07;COACTULCAN;2038
2024-01-20;COOPSTANA;785
2024-03-16;COACAUSTRO;141
2024-03-24;COACMUJERESUCOO;57
2024-02-17;COACCREDISOCIO;21
2024-02-27;PAYPHONEPROD;2242
2024-03-13;COOPLAMANENSE;75
2024-03-26;COACMAQUITAC;126
2024-03-14;medianetprb;14
2024-01-28;COACSANANTONIO;247
2024-02-25;PNACALRTS;4225
2024-01-24;URBANOEXP;4015
2024-01-20;BINTERNACIONAL;35598
2024-02-23;SIERRACENTRO;89
2024-03-29;Pycca;3907
2024-01-23;COACSANTAISABEL;410
2024-01-12;COACOSCUS;6207
2024-03-18;MAMBATOALD;97
2024-03-10;FIDEVALFONDOS;47
2024-03-23;AFECOR;4
2024-01-13;RESP_AUTO_3600;2
2024-02-01;COACUNIONEJIDO;173
2024-01-03;COACMAQUITAC;125
2024-03-09;BGROTP;79
2024-03-28;COOP15ABRIL;5244
2024-03-09;COACHIBULEO;5697
2024-02-28;CARTOPEL;3085
2024-03-15;COACTENANOTI;184
2024-03-12;COACCREDIYA;153
2024-01-06;CACSPMEC;937
2024-02-28;CAJAKONTAY;6
2024-01-01;COACALIANZA;63
2024-01-23;RESP_AUTO_1231;99
2024-01-20;YANBAL;187
2024-01-05;COOP15ABRIL;4528
2024-01-30;ALDEAMO2;16494
2024-03-08;COACLUCAMBATCH;1192
2024-01-26;UAFE;231
2024-02-06;CNACIONAL;3507
2024-02-24;COACFERDAQUILEMA;6211
2024-01-30;FUNESPOIR;2
2024-01-05;URBANOEXP;6370
2024-02-24;PACIFICOBAJA;14174
2024-02-17;SEGUSUAREZ;3
2024-02-04;SIERRACENTRO;59
2024-01-02;COACPAD;3248
2024-02-23;PACIFICOTP;117164
2024-01-24;CORPOCEN;2253
2024-03-12;USERPOSPRD;1658
2024-01-30;BMACHALACB;137
2024-03-13;BMACHALAPROD;9888
2024-02-26;COACAMARABOL;98
2024-02-08;COOPSTANA;1663
2024-03-05;COACMUJERESUCOO;68
2024-03-30;COOP23JUL;4130
2024-04-01;DEPRATISFTP;192
2024-03-05;SIERRACENTRBATCH;79
2024-02-25;COACTENANOTI;102
2024-03-08;RETAILID4;175
2024-04-01;PLAPAZ;4
2024-03-07;KUNANSOFT;4
2024-01-25;CACSPMEC;1132
2024-02-23;COACSANFRANWS;155
2024-02-26;COOPSANANTONIO;1684
2024-03-07;SERVIENTREGAGYE;43274
2024-03-23;COOPVCISNE;589
2024-01-02;PACIFICOBAJA;33400
2024-02-16;VIAMATICA;4
2024-03-14;COAC9OC;1270
2024-03-14;BVISIONFUND;223
2024-02-24;PACIFICOATM;121999
2024-03-19;GEANOTIFICACION;3677
2024-01-14;BINTERNACIONAL;21408
2024-03-22;COOP11JUN;1180
2024-02-26;MTIMBABURA;918
2024-02-29;BGROTP;199
2024-03-19;COOP15ABRIL;4090
2024-02-03;COOPMAQUITA;95
2024-01-03;DIRECTVTMW;62
2024-01-25;COACLUCAM;557
2024-01-07;COACALIANZA;35
2024-04-03;RSAGRUPO;3
2024-03-21;COACINTICOOP;16
2024-03-05;COACOSCUS;7804
2024-01-19;COOPVCISNE;770
2024-01-09;COOPANTORCHA;141
2024-03-20;COACSTANITA;485
2024-04-02;COACCHONE;1693
2024-01-14;MTIMBABURA;463
2024-01-26;COPSIERRACENTRO;43
2024-01-20;COOPEDUZAMORA;22
2024-03-07;Coacunionpopular;5
2024-01-30;genesis;669
2024-02-10;PNACALRTS;5194
2024-02-23;COOPPROVIDA;38
2024-03-01;ALDEPRATI;13283
2024-01-11;VTEKSOFT;46
2024-03-14;Pycca;8444
2024-02-24;COACAUSTRO;232
2024-04-02;MAMBATOALD;159
2024-01-15;ANTONIOPENA;6
2024-02-07;DEPRATIFD;35
2024-02-06;COOPLDVALLE;3558
2024-04-04;GACELAOTP;47
2024-01-26;DIPASO;45
2024-04-03;INNOVIX;5334
2024-02-15;DEPRATIBOT;93
2024-02-14;MSPCITAS;25971
2024-03-28;BINTERNACIONALWB;200
2024-03-01;COACNJERUSALEN;4
2024-03-05;COACMAQUITAC;137
2024-02-11;BANCOCAPITAL;17
2024-04-01;COOPAUSTROEC;1057
2024-02-26;COACLOJA;235
2024-03-31;BANFINCA;94
2024-01-12;MARATHON;33230
2024-03-25;COACSANTAISABEL;347
2024-02-14;BINTERNACIONALWB;755
2024-01-29;COOPDIFARE;108
2024-02-18;COACPASTAZACOO;3442
2024-01-26;Farletza;39
2024-01-20;URBANOEXP;506
2024-02-28;COOPSCHIMBO;939
2024-01-17;COOPANDINA;353
2024-01-07;COACBENEFICA;277
2024-01-17;BGMKTHUB;420
2024-03-01;COOP11JUNBATCH;923
2024-02-13;EMAGIC;4
2024-02-25;COOPCALCETA;275
2024-02-09;andinave;1211
2024-02-28;DISCOVEROTP;959
2024-03-01;repsol;1718
2024-04-04;DINERSOTP;3824
2024-03-11;COACTENANOTI;130
2024-03-07;COACSTODOM;1557
2024-02-08;ALYGUTAY;243
2024-01-29;MISUEC;286
2024-02-29;COACDAQUILEMAMSV;2409
2024-01-24;COACPMVEGA;2458
2024-03-14;pichinchamilles;7855
2024-03-06;PACIFICOBAJA;29722
2024-03-15;GRUPASAOTP;561
2024-03-15;VTEKSOFT;54
2024-03-18;AMAGUA;6997
2024-01-29;CARTOPEL;2603
2024-01-18;PAGUEYA;11
2024-01-10;COAC9OC;919
2024-02-24;BLOJA;53139
2024-03-15;COACSUMAKKAWSAY;110
2024-02-29;MASIVA;19081
2024-03-16;CPTUNGURAHUA;12
2024-03-12;GEANOTIFICACION;5663
2024-02-26;COACGUARANDA;788
2024-01-10;COOPSANTONIOTP;83
2024-01-21;MUSHUCRUNA;1447
2024-02-27;RESP_AUTO_2424;6
2024-01-21;ONLYCONTROL;51
2024-03-09;BMACHALAPROD;9941
2024-03-28;ECOTEC;133
2024-01-15;COONECTA;33
2024-01-14;COACGUARANDA;253
2024-03-21;COOPCENTRO;62
2024-01-01;COACOSCUS;2555
2024-01-10;COOPMULTIEMPRE;881
2024-03-21;Pycca;6727
2024-02-25;COACPASTAZACOO;3251
2024-04-02;COOPDIFARE;258
2024-03-15;COACEDUTUNG;193
2024-01-02;COACFERDAQUILEMA;9586
2024-03-09;COACMUJERESUCOO;83
2024-03-26;COOP23JUL;4684
2024-03-22;PAGUEYA;988
2024-03-09;COACTULCAN;2421
2024-03-26;COOP15ABRIL;3299
2024-03-29;COOP11JUN;820
2024-03-07;BGROTP;144
2024-03-22;BBPRUEBA;9
2024-03-21;COACSANMIGUEL;595
2024-01-30;COOPLDVALLE;6116
2024-02-12;COACRECERWINARI;26
2024-02-01;COACPAD;3276
2024-02-24;COACUNIONEJIDO;17
2024-04-01;COACEDUCOTOPAXI;185
2024-01-07;PACIFICOTP;55243
2024-01-11;GRUPASAOTP;510
2024-01-12;COOPSANANTONIO;88
2024-02-24;FUNDEMIRO;67
2024-02-07;MUTUAMBATOEC;216
2024-04-04;SIERRACENTRBATCH;97
2024-01-26;FUNESPOIR;7
2024-01-21;COACSANTAISABEL;195
2024-01-03;COOPSANJOSE;1890
2024-03-25;BGMKT;192745
2024-03-11;DEPRATISFTP;171
2024-02-22;DEPRATIBOT;101
2024-02-28;VIELECSA;71
2024-03-22;COACLUCAMECLIP;289
2024-01-01;COOPJARAMILLO;732
2024-01-08;FODEMI;2205
2024-01-09;BINTERPRB;1
2024-03-12;COACPASTAZA;1085
2024-03-27;COACBIBLIAN;3835
2024-01-04;CACSPMEC;1337
2024-02-19;COACSANFRANWS;179
2024-02-14;ALDEAMO2;88946
2024-02-17;COACVISANDES;69
2024-03-08;COOPGUALAQUIZA;1387
2024-03-30;GONETAPP;23
2024-01-27;COACMOLINO;1
2024-03-08;COACNJERUSALEN;15
2024-03-16;COOPMEGOEC;22213
2024-02-03;COOPAMBATOEC;1708
2024-03-26;COACLAMANENSE;28
2024-02-10;COPCHONE;626
2024-03-17;COOPSTANA;696
2024-02-14;KFCCORP;39
2024-01-02;MISUEC;355
2024-01-08;ASISKEN;319
2024-01-05;DIRECTVTMW;52
2024-02-15;COACVISANDESCOB;142
2024-02-21;MAMBATOALD;151
2024-01-29;COACMAQUITAC;116
2024-03-03;CACSPMEC;292
2024-02-21;BANFINCA;151
2024-01-21;VISUALTRACK;2
2024-01-12;COACHIBULEO;12178
2024-02-05;COACPASTAZA;1506
2024-01-22;KUNANSOFT;35
2024-03-25;COAC9OC;1293
2024-01-31;IESSIBARRA;66
2024-04-02;PACIFICOBAJA;29595
2024-01-18;HOSPAMB;475
2024-02-03;COACBENEFICA;309
2024-03-05;ECUANET;1485
2024-01-01;PAYPHONEPROD;855
2024-04-04;COOPDIFARE;192
2024-03-20;COOPSANANTONIO;217
2024-01-23;COOPMANGADELCURA;94
2024-03-29;COACUNIONEJIDO;63
2024-03-23;CPTUNGURAHUA;12
2024-03-21;MOTORPLAN;1252
2024-04-04;COACSANISIDRO;11
2024-01-03;COOPCOCA;623
2024-04-01;SAGRARIO;6322
2024-03-08;ALDEPRATI;14338
2024-03-09;COACOSCUS;4481
2024-02-23;COACSANMIGUEL;539
2024-03-14;COACSTODOM;8
2024-02-07;ALESSACC;1398
2024-01-22;BANRED;15
2024-03-12;COOPANTORIOSMKT;67
2024-04-01;UANATACA;2561
2024-02-16;PRODUBANCOWEB;89336
2024-01-27;COOPJARAMILLO;968
2024-02-24;COOPCENTRO;59
2024-03-12;CACPEZAMORA;2933
2024-02-06;ALESSACC;1367
2024-01-24;COACSANFRANWS;142
2024-03-25;CELERITYALD;8327
2024-03-26;PACIFICOATM;102786
2024-01-27;COACOSCUS;4149
2024-02-12;BGMKTHUB;6455
2024-02-05;hospmet;80
2024-02-22;LPANAMERICANO;103
2024-01-30;COACAMARABOL;10
2024-02-10;COONECTA;53
2024-02-12;COACTULCAN;1817
2024-03-25;VIELECSA;57
2024-03-03;genesis;303
2024-03-27;SEGCONFIANZA;1203
2024-01-19;ECOTEC;157
2024-01-31;ECUABULK;140
2024-01-08;WABRAVO;10
2024-02-02;COACBENEFICA;580
2024-01-15;MUVENET;34
2024-02-23;CORPOCEN;2435
2024-03-19;CACPECO;4388
2024-01-12;KFCCORP;60
2024-02-02;COOPANTORCHA;221
2024-03-03;COOP11JUN;890
2024-03-14;ECUABULK;247
2024-03-11;BGINTERNACIONAL;32
2024-02-14;COAC289;145
2024-02-27;CMS;1730
2024-02-05;BLOJA;79654
2024-01-15;DEPRATI;219
2024-01-09;COOPAUSTROEC;490
2024-01-14;BGINTERNACIONAL;10
2024-03-11;COOPHUANCAVILCA;2002
2024-02-09;DEPRATISFTP;215
2024-01-02;COOPFDEASIS;952
2024-03-05;SaviaHTPPBulk;187
2024-03-06;CLUBMILES;4766
2024-02-03;COACVENCEDORES;37
2024-01-23;SOFTSIERRA;77
2024-01-11;COACBIBLIAN;3243
2024-01-17;COOPSTANA;1291
2024-02-15;COACMAQUITAC;119
2024-01-31;EQUIFAX;6
2024-01-10;CARTOPEL;4032
2024-03-19;SEGUSUAREZ;11
2024-01-23;COOPCALCETA;251
2024-02-20;COOPAMBATOEC;2248
2024-01-02;ONLYCONTROL;100
2024-01-20;UAFE;17
2024-01-16;mariscal;12
2024-03-29;COOP4OCT;578
2024-01-07;COOPSANFRANCIS;2038
2024-02-29;COACIMBABURAPAK;238
2024-01-03;BICCOCOONECTA;10
